"doi","retracted"
"10.1016/j.biocel.2014.03.013",TRUE
"10.1016/j.biocel.2016.01.001",TRUE
"10.1016/j.biocel.2013.09.003",TRUE
"10.1016/j.biocel.2013.09.012",TRUE
"10.1016/j.biocel.2013.10.012",TRUE
"10.1016/j.biocel.2018.04.014",TRUE
"10.1016/j.biochi.2012.09.013",TRUE
"10.1016/j.biocel.2019.05.018",TRUE
"10.1016/j.bioelechem.2006.07.007",TRUE
"10.1016/j.biocontrol.2016.04.014",TRUE
"10.1016/j.biochi.2018.01.009",TRUE
"10.1016/j.biochi.2019.05.008",TRUE
"10.1016/j.biochi.2015.10.021",TRUE
"10.1016/j.bioelechem.2018.01.003",TRUE
"10.1016/j.bioelechem.2009.01.004",TRUE
"10.1016/j.biomaterials.2013.02.057",TRUE
"10.1016/j.biomaterials.2011.05.082",TRUE
"10.1016/j.biomaterials.2012.01.053",TRUE
"10.1016/j.biomaterials.2011.11.039",TRUE
"10.1016/j.biomaterials.2012.06.102",TRUE
"10.1016/j.biologicals.2018.05.007",TRUE
"10.1016/j.biomaterials.2008.04.046",TRUE
"10.1016/j.biopha.2004.09.007",TRUE
"10.1016/j.biomaterials.2018.06.033",TRUE
"10.1016/j.biombioe.2010.12.037",TRUE
"10.1016/j.bioorg.2006.11.004",TRUE
"10.1016/j.biomaterials.2014.03.015",TRUE
"10.1016/j.biopha.2008.08.016",TRUE
"10.1016/j.biopha.2008.03.004",TRUE
"10.1016/j.biopha.2007.05.013",TRUE
"10.1016/j.biopha.2007.06.001",TRUE
"10.1016/j.biopha.2007.08.006",TRUE
"10.1016/j.biopha.2009.01.003",TRUE
"10.1016/j.biopha.2008.06.038",TRUE
"10.1016/j.biopha.2010.09.013",TRUE
"10.1016/j.biopha.2010.09.015",TRUE
"10.1016/j.biopha.2010.09.018",TRUE
"10.1016/j.biopha.2010.09.019",TRUE
"10.1016/j.biopha.2010.09.021",TRUE
"10.1016/j.biopha.2010.09.022",TRUE
"10.1016/j.biopha.2010.09.023",TRUE
"10.1016/j.biopha.2010.09.024",TRUE
"10.1016/j.biopha.2010.09.025",TRUE
"10.1016/j.biopha.2010.09.027",TRUE
"10.1016/j.biopha.2010.09.028",TRUE
"10.1016/j.biopha.2009.01.005",TRUE
"10.1016/j.biopha.2009.02.005",TRUE
"10.1016/j.biopha.2010.10.012",TRUE
"10.1016/j.biopha.2009.04.040",TRUE
"10.1016/j.biopha.2010.12.012",TRUE
"10.1016/j.biopha.2009.09.006",TRUE
"10.1016/j.biopha.2009.09.007",TRUE
"10.1016/j.biopha.2009.10.006",TRUE
"10.1016/j.biopha.2014.12.018",TRUE
"10.1016/j.biopha.2014.12.046",TRUE
"10.1016/j.biopha.2008.07.059",TRUE
"10.1016/j.biopha.2015.06.001",TRUE
"10.1016/j.biopha.2013.01.005",TRUE
"10.1016/j.biopha.2017.11.076",TRUE
"10.1016/j.biopha.2016.02.042",TRUE
"10.1016/j.biopha.2016.12.071",TRUE
"10.1016/j.biopha.2010.06.010",TRUE
"10.1016/j.biopha.2010.08.001",TRUE
"10.1016/j.biopha.2010.08.003",TRUE
"10.1016/j.biopha.2010.08.005",TRUE
"10.1016/j.biopha.2010.08.007",TRUE
"10.1016/j.biopha.2010.09.001",TRUE
"10.1016/j.biopha.2010.09.002",TRUE
"10.1016/j.biopha.2010.09.003",TRUE
"10.1016/j.biopha.2010.09.004",TRUE
"10.1016/j.biopha.2010.09.005",TRUE
"10.1016/j.biopha.2010.09.009",TRUE
"10.1016/j.biopha.2010.09.010",TRUE
"10.1016/j.biopha.2011.04.029",TRUE
"10.1016/j.biopha.2016.04.028",TRUE
"10.1016/j.biopha.2014.10.012",TRUE
"10.1016/j.biopha.2014.11.014",TRUE
"10.1016/j.biopha.2014.12.013",TRUE
"10.1016/j.biopsych.2006.04.032",TRUE
"10.1016/j.biopha.2018.06.075",TRUE
"10.1016/j.biopsych.2005.08.011",TRUE
"10.1016/j.biopsych.2005.10.027",TRUE
"10.1016/j.biortech.2003.08.008",TRUE
"10.1016/j.biopsych.2009.02.005",TRUE
"10.1016/j.biopsych.2015.10.017",TRUE
"10.1016/j.biopsych.2006.03.029",TRUE
"10.1016/j.biopsych.2017.05.028",TRUE
"10.1016/j.biopsych.2009.07.004",TRUE
"10.1016/j.biopsych.2015.11.025",TRUE
"10.1016/j.biortech.2003.09.016",TRUE
"10.1016/j.biortech.2005.10.045",TRUE
"10.1016/j.biortech.2007.01.031",TRUE
"10.1016/j.biortech.2011.10.056",TRUE
"10.1016/j.biortech.2009.09.065",TRUE
"10.1016/j.biortech.2010.07.123",TRUE
"10.1016/j.biortech.2010.06.162",TRUE
"10.1016/j.biortech.2010.07.012",TRUE
"10.1016/j.biortech.2011.03.093",TRUE
"10.1016/j.biortech.2011.04.030",TRUE
"10.1016/j.biortech.2014.02.040",TRUE
"10.1016/j.biortech.2012.11.021",TRUE
"10.1016/j.biortech.2014.02.109",TRUE
"10.1016/j.biortech.2018.05.006",TRUE
"10.1016/j.biortech.2017.07.121",TRUE
"10.1016/j.biortech.2016.06.049",TRUE
"10.1016/j.bios.2010.06.061",TRUE
"10.1016/j.bios.2006.04.002",TRUE
"10.1016/j.biortech.2018.10.084",TRUE
"10.1016/j.bios.2007.01.003",TRUE
"10.1016/j.bios.2005.03.013",TRUE
"10.1016/j.bios.2005.10.026",TRUE
"10.1016/j.bios.2018.10.002",TRUE
"10.1016/j.bios.2012.02.053",TRUE
"10.1016/j.bios.2015.06.005",TRUE
"10.1016/j.bios.2016.12.067",TRUE
"10.1016/j.bios.2015.11.092",TRUE
"10.1016/j.bios.2015.12.053",TRUE
"10.1016/j.bios.2015.12.085",TRUE
"10.1016/j.bios.2017.06.003",TRUE
"10.1016/j.bios.2015.01.063",TRUE
"10.1016/j.bios.2015.01.072",TRUE
"10.1016/j.bios.2010.10.008",TRUE
"10.1016/j.bios.2014.07.063",TRUE
"10.1016/j.bios.2014.07.082",TRUE
"10.1016/j.bios.2015.09.018",TRUE
"10.1016/j.bios.2012.03.015",TRUE
"10.1016/j.bios.2018.10.003",TRUE
"10.1016/j.biosystemseng.2011.02.002",TRUE
"10.1016/j.bios.2018.12.034",TRUE
"10.1016/j.bios.2018.12.035",TRUE
"10.1016/j.biosystems.2014.05.003",TRUE
"10.1016/j.biosystems.2009.10.001",TRUE
"10.1016/j.biosystemseng.2006.04.012",TRUE
"10.1016/j.biotechadv.2009.04.028",TRUE
"10.1016/j.biotechadv.2010.06.003",TRUE
"10.1016/j.biotechadv.2008.02.001",TRUE
"10.1016/j.biotechadv.2008.07.002",TRUE
"10.1016/j.biotechadv.2009.08.001",TRUE
"10.1016/j.bjid.2012.06.002",TRUE
"10.1016/j.bir.2019.07.008",TRUE
"10.1016/j.bjan.2014.02.011",TRUE
"10.1016/j.biotechadv.2019.06.003",TRUE
"10.1016/j.biotechadv.2014.05.004",TRUE
"10.1016/j.biotechadv.2014.10.001",TRUE
"10.1016/j.biotechadv.2014.11.002",TRUE
"10.1016/j.biotechadv.2014.11.008",TRUE
"10.1016/j.bjp.2014.03.009",TRUE
"10.1016/j.bjm.2016.07.024",TRUE
"10.1016/j.bjoms.2007.08.005",TRUE
"10.1016/j.bjorl.2014.12.011",TRUE
"10.1016/j.bjid.2013.12.008",TRUE
"10.1016/j.bjoms.2006.10.016",TRUE
"10.1016/j.bjoms.2006.12.003",TRUE
"10.1016/j.bjoms.2015.05.013",TRUE
"10.1016/j.bjid.2014.10.007",TRUE
"10.1016/j.bjoms.2009.02.011",TRUE
"10.1016/j.bjps.2005.11.042",TRUE
"10.1016/j.bjp.2017.05.004",TRUE
"10.1016/j.bmc.2014.10.021",TRUE
"10.1016/j.bjps.2008.11.043",TRUE
"10.1016/j.bmc.2006.01.070",TRUE
"10.1016/j.bmc.2012.08.011",TRUE
"10.1016/j.bjps.2006.09.001",TRUE
"10.1016/j.bjps.2006.01.028",TRUE
"10.1016/j.bjps.2015.08.015",TRUE
"10.1016/j.bmc.2007.04.045",TRUE
"10.1016/j.bmc.2011.07.014",TRUE
"10.1016/j.bjps.2011.03.022",TRUE
"10.1016/j.bmc.2005.06.017",TRUE
"10.1016/j.bmc.2006.07.041",TRUE
"10.1016/j.bmc.2010.01.015",TRUE
"10.1016/j.bmc.2013.06.004",TRUE
"10.1016/j.bmc.2014.03.006",TRUE
"10.1016/j.bmcl.2015.11.020",TRUE
"10.1016/j.bmcl.2007.05.082",TRUE
"10.1016/j.bmcl.2010.05.109",TRUE
"10.1016/j.bmcl.2009.06.089",TRUE
"10.1016/j.bmcl.2010.09.106",TRUE
"10.1016/j.bmcl.2012.07.016",TRUE
"10.1016/j.bmcl.2009.04.115",TRUE
"10.1016/j.bmcl.2009.10.004",TRUE
"10.1016/j.bmcl.2011.05.028",TRUE
"10.1016/j.bmcl.2012.10.030",TRUE
"10.1016/j.bmcl.2016.01.011",TRUE
"10.1016/j.bmcl.2005.10.043",TRUE
"10.1016/j.bmcl.2007.01.031",TRUE
"10.1016/j.bmcl.2010.06.153",TRUE
"10.1016/j.bmc.2014.06.029",TRUE
"10.1016/j.bmc.2017.07.029",TRUE
"10.1016/j.bmc.2017.08.050",TRUE
"10.1016/j.bone.2013.03.018",TRUE
"10.1016/j.bone.2003.12.020",TRUE
"10.1016/j.bone.2008.03.001",TRUE
"10.1016/j.bone.2004.09.018",TRUE
"10.1016/j.bone.2005.01.011",TRUE
"10.1016/j.bmcl.2016.05.004",TRUE
"10.1016/j.bone.2007.04.162",TRUE
"10.1016/j.bone.2006.04.025",TRUE
"10.1016/j.bone.2011.03.141",TRUE
"10.1016/j.bmcl.2016.06.072",TRUE
"10.1016/j.bone.2018.10.022",TRUE
"10.1016/j.braindev.2009.12.007",TRUE
"10.1016/j.bone.2017.10.006",TRUE
"10.1016/j.bone.2017.10.007",TRUE
"10.1016/j.bone.2017.10.008",TRUE
"10.1016/j.bpc.2019.106259",TRUE
"10.1016/j.bpj.2014.10.054",TRUE
"10.1016/j.braindev.2011.05.006",TRUE
"10.1016/j.bpc.2013.07.007",TRUE
"10.1016/j.bpg.2010.02.006",TRUE
"10.1016/j.bpobgyn.2004.11.002",TRUE
"10.1016/j.bpj.2016.06.038",TRUE
"10.1016/j.braindev.2017.05.005",TRUE
"10.1016/j.brainres.2007.07.082",TRUE
"10.1016/j.brainres.2006.11.080",TRUE
"10.1016/j.brainres.2008.08.059",TRUE
"10.1016/j.brainres.2007.10.094",TRUE
"10.1016/j.brainres.2007.11.001",TRUE
"10.1016/j.burns.2013.08.022",TRUE
"10.1016/j.brainres.2009.01.010",TRUE
"10.1016/j.brq.2019.04.001",TRUE
"10.1016/j.bse.2014.09.006",TRUE
"10.1016/j.buildenv.2012.08.001",TRUE
"10.1016/j.brainresbull.2005.09.002",TRUE
"10.1016/j.brainresbull.2008.10.011",TRUE
"10.1016/j.brainres.2012.03.038",TRUE
"10.1016/j.brainres.2014.01.017",TRUE
"10.1016/j.brainres.2014.01.018",TRUE
"10.1016/j.brainresbull.2005.05.030",TRUE
"10.1016/j.brainresbull.2005.06.037",TRUE
"10.1016/j.brainresbull.2011.06.005",TRUE
"10.1016/j.brainresbull.2016.02.006",TRUE
"10.1016/j.brainres.2009.02.060",TRUE
"10.1016/j.brainres.2011.05.012",TRUE
"10.1016/j.brainres.2011.05.047",TRUE
"10.1016/j.brainres.2018.07.005",TRUE
"10.1016/j.brainresbull.2009.11.005",TRUE
"10.1016/j.brs.2014.10.009",TRUE
"10.1016/j.buildenv.2010.05.002",TRUE
"10.1016/j.brainres.2016.06.014",TRUE
"10.1016/j.brainres.2018.03.018",TRUE
"10.1016/j.brainresbull.2009.05.018",TRUE
"10.1016/j.breast.2005.04.003",TRUE
"10.1016/j.buildenv.2010.10.001",TRUE
"10.1016/j.bulcan.2016.01.013",TRUE
"10.1016/j.bulcan.2018.08.002",TRUE
"10.1016/j.brainres.2009.03.065",TRUE
"10.1016/j.brainres.2010.01.063",TRUE
"10.1016/j.brainres.2016.03.049",TRUE
"10.1016/j.brainres.2018.08.026",TRUE
"10.1016/j.brainresbull.2006.04.007",TRUE
"10.1016/j.brat.2010.10.009",TRUE
"10.1016/j.bulcan.2017.10.031",TRUE
"10.1016/j.bulcan.2018.03.004",TRUE
"10.1016/j.cagd.2006.09.001",TRUE
"10.1016/j.cad.2009.06.004",TRUE
"10.1016/j.cag.2007.06.003",TRUE
"10.1016/j.cag.2019.11.001",TRUE
"10.1016/j.burns.2013.05.010",TRUE
"10.1016/j.burns.2015.10.008",TRUE
"10.1016/j.cag.2006.01.006",TRUE
"10.1016/j.cam.2005.10.022",TRUE
"10.1016/j.cam.2004.03.015",TRUE
"10.1016/j.cam.2006.03.023",TRUE
"10.1016/j.cageo.2006.01.010",TRUE
"10.1016/j.cam.2005.11.007",TRUE
"10.1016/j.cam.2009.11.049",TRUE
"10.1016/j.cam.2008.09.015",TRUE
"10.1016/j.cam.2007.06.036",TRUE
"10.1016/j.cam.2009.08.007",TRUE
"10.1016/j.cam.2013.02.019",TRUE
"10.1016/j.cam.2010.10.033",TRUE
"10.1016/j.cam.2012.01.006",TRUE
"10.1016/j.cam.2012.02.002",TRUE
"10.1016/j.cam.2011.05.001",TRUE
"10.1016/j.cam.2009.07.023",TRUE
"10.1016/j.camwa.2009.10.013",TRUE
"10.1016/j.cam.2018.07.022",TRUE
"10.1016/j.cam.2012.06.031",TRUE
"10.1016/j.cam.2018.01.036",TRUE
"10.1016/j.camwa.2009.01.016",TRUE
"10.1016/j.camwa.2005.04.014",TRUE
"10.1016/j.camwa.2010.01.018",TRUE
"10.1016/j.cam.2012.03.020",TRUE
"10.1016/j.cam.2018.10.051",TRUE
"10.1016/j.camwa.2009.05.007",TRUE
"10.1016/j.cam.2013.09.036",TRUE
"10.1016/j.camwa.2009.07.048",TRUE
"10.1016/j.canlet.2005.03.014",TRUE
"10.1016/j.camwa.2010.12.075",TRUE
"10.1016/j.camwa.2011.12.031",TRUE
"10.1016/j.camwa.2019.06.003",TRUE
"10.1016/j.canlet.2004.10.054",TRUE
"10.1016/j.canlet.2006.10.015",TRUE
"10.1016/j.camwa.2016.01.015",TRUE
"10.1016/j.camwa.2016.01.016",TRUE
"10.1016/j.cancergen.2015.02.005",TRUE
"10.1016/j.canep.2010.05.010",TRUE
"10.1016/j.canlet.2006.08.009",TRUE
"10.1016/j.cancergen.2016.05.066",TRUE
"10.1016/j.cancergen.2016.05.067",TRUE
"10.1016/j.cancergen.2016.05.068",TRUE
"10.1016/j.cancergen.2016.05.069",TRUE
"10.1016/j.canlet.2005.11.002",TRUE
"10.1016/j.camwa.2011.04.011",TRUE
"10.1016/j.camwa.2016.03.009",TRUE
"10.1016/j.camwa.2016.03.010",TRUE
"10.1016/j.camwa.2016.04.007",TRUE
"10.1016/j.camwa.2016.04.008",TRUE
"10.1016/j.camwa.2016.04.010",TRUE
"10.1016/j.camwa.2016.04.011",TRUE
"10.1016/j.camwa.2016.04.012",TRUE
"10.1016/j.camwa.2016.04.013",TRUE
"10.1016/j.camwa.2016.04.015",TRUE
"10.1016/j.camwa.2016.04.016",TRUE
"10.1016/j.camwa.2016.04.017",TRUE
"10.1016/j.camwa.2016.04.018",TRUE
"10.1016/j.camwa.2016.04.030",TRUE
"10.1016/j.camwa.2016.04.042",TRUE
"10.1016/j.canep.2013.05.003",TRUE
"10.1016/j.camwa.2012.01.080",TRUE
"10.1016/j.camwa.2012.02.058",TRUE
"10.1016/j.canlet.2005.12.042",TRUE
"10.1016/j.canlet.2009.01.009",TRUE
"10.1016/j.canlet.2008.05.010",TRUE
"10.1016/j.canlet.2008.12.018",TRUE
"10.1016/j.canlet.2011.12.011",TRUE
"10.1016/j.canlet.2009.04.018",TRUE
"10.1016/j.canlet.2009.04.032",TRUE
"10.1016/j.canlet.2010.05.012",TRUE
"10.1016/j.canlet.2012.01.013",TRUE
"10.1016/j.canlet.2010.09.002",TRUE
"10.1016/j.canlet.2011.03.012",TRUE
"10.1016/j.canlet.2018.02.014",TRUE
"10.1016/j.canlet.2013.02.022",TRUE
"10.1016/j.canlet.2013.02.024",TRUE
"10.1016/j.canlet.2013.02.025",TRUE
"10.1016/j.canlet.2013.02.026",TRUE
"10.1016/j.canlet.2013.02.027",TRUE
"10.1016/j.canlet.2013.02.028",TRUE
"10.1016/j.canlet.2014.11.053",TRUE
"10.1016/j.canlet.2015.02.025",TRUE
"10.1016/j.canlet.2018.11.025",TRUE
"10.1016/j.canlet.2013.10.022",TRUE
"10.1016/j.canlet.2016.01.023",TRUE
"10.1016/j.canlet.2016.12.030",TRUE
"10.1016/j.canlet.2015.03.039",TRUE
"10.1016/j.cap.2009.01.022",TRUE
"10.1016/j.cap.2008.03.014",TRUE
"10.1016/j.cap.2005.07.009",TRUE
"10.1016/j.cap.2005.07.058",TRUE
"10.1016/j.cap.2005.02.001",TRUE
"10.1016/j.cap.2008.08.023",TRUE
"10.1016/j.cap.2007.07.002",TRUE
"10.1016/j.cap.2007.04.052",TRUE
"10.1016/j.cap.2007.04.053",TRUE
"10.1016/j.cap.2009.01.023",TRUE
"10.1016/j.cap.2009.02.006",TRUE
"10.1016/j.cap.2009.05.020",TRUE
"10.1016/j.cap.2007.11.011",TRUE
"10.1016/j.cap.2009.04.015",TRUE
"10.1016/j.cap.2010.10.014",TRUE
"10.1016/j.carbon.2006.10.027",TRUE
"10.1016/j.cap.2009.08.001",TRUE
"10.1016/j.carbon.2003.12.066",TRUE
"10.1016/j.cap.2019.09.012",TRUE
"10.1016/j.cap.2011.12.008",TRUE
"10.1016/j.cap.2012.02.011",TRUE
"10.1016/j.cap.2012.02.021",TRUE
"10.1016/j.cap.2012.02.031",TRUE
"10.1016/j.carbon.2016.06.044",TRUE
"10.1016/j.carbon.2010.03.066",TRUE
"10.1016/j.carbon.2010.11.051",TRUE
"10.1016/j.carbon.2013.01.035",TRUE
"10.1016/j.carbon.2012.02.028",TRUE
"10.1016/j.carbpol.2011.11.043",TRUE
"10.1016/j.carbpol.2010.01.033",TRUE
"10.1016/j.carbpol.2010.02.044",TRUE
"10.1016/j.carbon.2019.02.071",TRUE
"10.1016/j.carbpol.2005.11.001",TRUE
"10.1016/j.carbpol.2005.11.023",TRUE
"10.1016/j.carbpol.2007.12.029",TRUE
"10.1016/j.carbpol.2010.11.025",TRUE
"10.1016/j.carbpol.2011.07.049",TRUE
"10.1016/j.carbpol.2006.06.034",TRUE
"10.1016/j.carbpol.2009.01.001",TRUE
"10.1016/j.carbpol.2011.04.067",TRUE
"10.1016/j.carbpol.2013.05.066",TRUE
"10.1016/j.carbpol.2013.03.018",TRUE
"10.1016/j.carbpol.2013.05.097",TRUE
"10.1016/j.carbpol.2012.09.074",TRUE
"10.1016/j.cardfail.2018.04.009",TRUE
"10.1016/j.carbpol.2016.06.050",TRUE
"10.1016/j.carbpol.2014.12.053",TRUE
"10.1016/j.carbpol.2014.01.026",TRUE
"10.1016/j.carbpol.2014.01.067",TRUE
"10.1016/j.carbpol.2017.11.041",TRUE
"10.1016/j.cardiores.2007.03.029",TRUE
"10.1016/j.cardiores.2007.06.024",TRUE
"10.1016/j.cardiores.2007.07.015",TRUE
"10.1016/j.cardiores.2007.07.018",TRUE
"10.1016/j.cardiores.2007.08.008",TRUE
"10.1016/j.carpath.2018.04.008",TRUE
"10.1016/j.carres.2007.04.026",TRUE
"10.1016/j.catcom.2013.06.036",TRUE
"10.1016/j.carres.2009.09.019",TRUE
"10.1016/j.carres.2016.11.011",TRUE
"10.1016/j.catcom.2004.01.005",TRUE
"10.1016/j.catcom.2006.08.008",TRUE
"10.1016/j.carres.2011.05.023",TRUE
"10.1016/j.catcom.2007.05.009",TRUE
"10.1016/j.catcom.2007.05.039",TRUE
"10.1016/j.carres.2010.12.003",TRUE
"10.1016/j.carres.2011.02.012",TRUE
"10.1016/j.catcom.2006.03.009",TRUE
"10.1016/j.cattod.2012.04.058",TRUE
"10.1016/j.catcom.2012.11.012",TRUE
"10.1016/j.catena.2016.06.008",TRUE
"10.1016/j.cattod.2010.12.001",TRUE
"10.1016/j.catena.2014.12.021",TRUE
"10.1016/j.cattod.2017.04.028",TRUE
"10.1016/j.cattod.2017.02.023",TRUE
"10.1016/j.cattod.2017.04.033",TRUE
"10.1016/j.cattod.2017.04.040",TRUE
"10.1016/j.cattod.2017.06.002",TRUE
"10.1016/j.cattod.2017.06.003",TRUE
"10.1016/j.cattod.2017.06.004",TRUE
"10.1016/j.cattod.2017.05.005",TRUE
"10.1016/j.cattod.2017.05.019",TRUE
"10.1016/j.cattod.2017.05.037",TRUE
"10.1016/j.cattod.2017.05.068",TRUE
"10.1016/j.cbd.2012.05.001",TRUE
"10.1016/j.cbd.2006.09.002",TRUE
"10.1016/j.cbi.2004.05.002",TRUE
"10.1016/j.cbi.2012.04.005",TRUE
"10.1016/j.cbi.2009.02.005",TRUE
"10.1016/j.cbi.2006.05.009",TRUE
"10.1016/j.cbpra.2007.02.008",TRUE
"10.1016/j.cbpa.2005.12.034",TRUE
"10.1016/j.cbpa.2010.03.005",TRUE
"10.1016/j.cbpa.2012.11.022",TRUE
"10.1016/j.cbpc.2007.03.005",TRUE
"10.1016/j.cbpb.2009.08.007",TRUE
"10.1016/j.cbpb.2009.09.001",TRUE
"10.1016/j.cbpa.2006.06.036",TRUE
"10.1016/j.cbpa.2008.08.035",TRUE
"10.1016/j.cbpa.2009.01.009",TRUE
"10.1016/j.cbpb.2007.04.009",TRUE
"10.1016/j.cbpb.2010.10.008",TRUE
"10.1016/j.cbpc.2008.12.005",TRUE
"10.1016/j.cclet.2016.01.044",TRUE
"10.1016/j.cbpra.2014.01.005",TRUE
"10.1016/j.cbpra.2014.03.001",TRUE
"10.1016/j.cca.2006.08.031",TRUE
"10.1016/j.cca.2010.09.032",TRUE
"10.1016/j.cca.2010.11.018",TRUE
"10.1016/j.cbpra.2016.06.001",TRUE
"10.1016/j.cca.2013.09.044",TRUE
"10.1016/j.cca.2015.09.034",TRUE
"10.1016/j.cca.2016.01.020",TRUE
"10.1016/j.cca.2010.05.003",TRUE
"10.1016/j.cclet.2007.11.002",TRUE
"10.1016/j.cca.2010.04.021",TRUE
"10.1016/j.cca.2012.01.028",TRUE
"10.1016/j.cclet.2014.09.014",TRUE
"10.1016/j.cclet.2008.06.045",TRUE
"10.1016/j.cclet.2013.06.039",TRUE
"10.1016/j.cclet.2013.08.005",TRUE
"10.1016/j.ccr.2019.01.002",TRUE
"10.1016/j.ccr.2016.07.012",TRUE
"10.1016/j.cej.2007.05.050",TRUE
"10.1016/j.ceca.2019.04.006",TRUE
"10.1016/j.cej.2007.03.083",TRUE
"10.1016/j.cej.2007.07.035",TRUE
"10.1016/j.cej.2011.06.043",TRUE
"10.1016/j.cej.2009.07.003",TRUE
"10.1016/j.cej.2008.07.030",TRUE
"10.1016/j.cej.2017.02.046",TRUE
"10.1016/j.cej.2011.01.062",TRUE
"10.1016/j.cej.2013.09.072",TRUE
"10.1016/j.cej.2016.11.122",TRUE
"10.1016/j.cej.2014.10.072",TRUE
"10.1016/j.cej.2016.12.062",TRUE
"10.1016/j.cell.2006.08.042",TRUE
"10.1016/j.cell.2004.07.001",TRUE
"10.1016/j.cej.2018.02.077",TRUE
"10.1016/j.cell.2010.09.011",TRUE
"10.1016/j.cell.2009.01.054",TRUE
"10.1016/j.cell.2009.03.047",TRUE
"10.1016/j.cell.2008.12.021",TRUE
"10.1016/j.cell.2008.04.038",TRUE
"10.1016/j.cell.2009.10.012",TRUE
"10.1016/j.cell.2005.03.028",TRUE
"10.1016/j.cell.2008.01.051",TRUE
"10.1016/j.cell.2008.02.035",TRUE
"10.1016/j.cell.2009.05.029",TRUE
"10.1016/j.cell.2005.11.024",TRUE
"10.1016/j.cell.2010.09.025",TRUE
"10.1016/j.cell.2011.03.052",TRUE
"10.1016/j.cellbi.2007.03.021",TRUE
"10.1016/j.cell.2012.02.055",TRUE
"10.1016/j.cell.2014.02.021",TRUE
"10.1016/j.cellbi.2007.08.004",TRUE
"10.1016/j.cell.2015.10.031",TRUE
"10.1016/j.cell.2012.02.051",TRUE
"10.1016/j.cell.2013.04.008",TRUE
"10.1016/j.cell.2011.07.007",TRUE
"10.1016/j.cell.2013.07.048",TRUE
"10.1016/j.cell.2016.10.023",TRUE
"10.1016/j.cell.2010.06.020",TRUE
"10.1016/j.cellbi.2005.02.009",TRUE
"10.1016/j.cellsig.2008.05.011",TRUE
"10.1016/j.cellbi.2008.01.011",TRUE
"10.1016/j.cellsig.2006.01.001",TRUE
"10.1016/j.cellimm.2009.10.003",TRUE
"10.1016/j.cellimm.2005.04.019",TRUE
"10.1016/j.cellimm.2012.03.005",TRUE
"10.1016/j.cellsig.2008.06.022",TRUE
"10.1016/j.cellsig.2009.01.019",TRUE
"10.1016/j.cemconres.2011.03.024",TRUE
"10.1016/j.celrep.2015.06.010",TRUE
"10.1016/j.cemconres.2005.02.003",TRUE
"10.1016/j.cellsig.2010.05.017",TRUE
"10.1016/j.cellsig.2013.08.027",TRUE
"10.1016/j.cemconres.2007.03.001",TRUE
"10.1016/j.celrep.2016.01.032",TRUE
"10.1016/j.cemconcomp.2014.01.010",TRUE
"10.1016/j.cemconcomp.2019.01.010",TRUE
"10.1016/j.cellsig.2011.07.004",TRUE
"10.1016/j.cellsig.2016.08.008",TRUE
"10.1016/j.cemconres.2004.09.014",TRUE
"10.1016/j.cemconres.2004.09.016",TRUE
"10.1016/j.cemconres.2011.05.004",TRUE
"10.1016/j.cemconres.2016.07.015",TRUE
"10.1016/j.ceramint.2008.01.029",TRUE
"10.1016/j.cep.2006.05.013",TRUE
"10.1016/j.cep.2007.06.015",TRUE
"10.1016/j.ceramint.2007.09.069",TRUE
"10.1016/j.ceramint.2017.09.224",TRUE
"10.1016/j.ceramint.2013.05.079",TRUE
"10.1016/j.ceramint.2013.05.127",TRUE
"10.1016/j.ceramint.2016.02.135",TRUE
"10.1016/j.ceramint.2016.07.049",TRUE
"10.1016/j.ceramint.2014.05.122",TRUE
"10.1016/j.ceramint.2016.09.142",TRUE
"10.1016/j.ceramint.2013.04.102",TRUE
"10.1016/j.ceramint.2013.05.015",TRUE
"10.1016/j.ceramint.2012.11.064",TRUE
"10.1016/j.ceramint.2013.10.071",TRUE
"10.1016/j.ceramint.2014.06.056",TRUE
"10.1016/j.ceramint.2016.01.031",TRUE
"10.1016/j.ceramint.2006.10.011",TRUE
"10.1016/j.ceramint.2013.01.111",TRUE
"10.1016/j.ceramint.2014.04.144",TRUE
"10.1016/j.ceramint.2013.01.028",TRUE
"10.1016/j.ceramint.2015.03.016",TRUE
"10.1016/j.ceramint.2017.07.114",TRUE
"10.1016/j.ceramint.2018.05.139",TRUE
"10.1016/j.ceramint.2018.10.245",TRUE
"10.1016/j.ceramint.2018.09.007",TRUE
"10.1016/j.ceramint.2018.08.230",TRUE
"10.1016/j.ceramint.2018.07.235",TRUE
"10.1016/j.cgh.2011.02.028",TRUE
"10.1016/j.ces.2013.02.015",TRUE
"10.1016/j.ces.2011.02.014",TRUE
"10.1016/j.cger.2017.03.001",TRUE
"10.1016/j.ces.2011.01.050",TRUE
"10.1016/j.ces.2019.115258",TRUE
"10.1016/j.ces.2007.03.028",TRUE
"10.1016/j.ces.2009.02.016",TRUE
"10.1016/j.ces.2011.08.030",TRUE
"10.1016/j.chaos.2005.10.089",TRUE
"10.1016/j.cgh.2013.04.051",TRUE
"10.1016/j.cgh.2016.03.013",TRUE
"10.1016/j.cgh.2015.07.026",TRUE
"10.1016/j.chaos.2006.05.012",TRUE
"10.1016/j.chaos.2004.07.029",TRUE
"10.1016/j.chaos.2005.11.093",TRUE
"10.1016/j.chaos.2007.08.048",TRUE
"10.1016/j.chaos.2006.01.039",TRUE
